credit.policy,purpose,int.rate,installment,log.annual.inc,dti,fico,revol.bal,revol.util,inq.last.6mths,delinq.2yrs,pub.rec,not.fully.paid,years.with.cr.line
0,major_purchase,0.1078,163.18,10.18111929,13.55,687,40091,33.2,0,0,0,0,11.249942962354552
0,home_improvement,0.1109,688.41,12.30138283,21.28,747,270800,25.3,5,0,0,0,23.901437371663246
0,all_other,0.1141,55.17,9.743788174,21.75,687,5898,42.1,3,0,0,0,0.9856262833675564
0,debt_consolidation,0.152,443.24,10.41774727,17.08,657,12951,83.0,1,0,1,0,14.455966234086244
0,debt_consolidation,0.1583,286.73,10.51867319,22.25,647,276,92.0,6,0,1,0,12.15605749486653
0,educational,0.133,253.79,10.30895266,14.08,662,0,0.0,7,0,0,1,5.366301620807666
0,all_other,0.1172,35.57,8.9226583,19.2,672,5168,84.1,4,0,0,0,3.285535022587269
0,all_other,0.1362,56.09,11.12726298,5.61,682,2324,14.0,18,0,0,1,4.024640657084189
0,credit_card,0.1204,232.64,11.05089001,14.55,672,7180,34.4,4,0,0,1,11.745379876796715
0,home_improvement,0.1078,244.76,11.09741002,5.13,687,12123,21.0,5,0,0,1,8.539470683093771
0,debt_consolidation,0.1393,187.8,10.4341158,19.34,657,3266,46.0,6,0,0,0,7.6359799233401775
0,debt_consolidation,0.1362,163.17,11.00209984,21.03,662,16140,81.8,13,0,1,0,18.069815195071868
0,debt_consolidation,0.1109,65.57,10.59663473,9.98,672,0,0.0,0,0,0,0,1.0677618069815196
0,debt_consolidation,0.133,169.2,10.34174248,16.88,657,2229,51.8,1,7,0,0,14.042436687200547
0,debt_consolidation,0.133,406.07,11.28978191,8.64,662,15636,73.4,1,0,0,0,2.7133242072553045
0,all_other,0.1078,326.35,10.36501788,13.01,702,2294,22.9,5,0,0,1,9.935660506502396
0,debt_consolidation,0.133,406.07,10.49127422,12.77,662,8480,19.1,4,2,0,0,6.653091490759754
0,all_other,0.1457,248.08,11.29476946,26.49,692,18943,55.2,6,0,1,0,14.127310061601642
0,all_other,0.1299,16.85,10.19913779,10.0,652,182,60.7,6,0,0,0,5.174537987679671
0,credit_card,0.133,406.07,10.70324447,20.14,677,17940,64.5,6,0,0,1,13.963039014373717
0,debt_consolidation,0.1488,471.52,11.09741002,22.16,662,23802,62.8,6,0,0,1,18.727013462012323
0,major_purchase,0.0983,482.82,11.09741002,9.38,732,664,1.6,2,0,0,0,2.628450832854209
0,debt_consolidation,0.1141,148.2,10.30895266,13.88,677,844,46.9,9,0,0,0,8.375199635865846
0,major_purchase,0.0983,193.13,9.729134165,7.07,702,0,0.0,6,0,0,0,2.135523613963039
0,debt_consolidation,0.1583,701.47,11.15625052,13.94,672,11346,103.1,6,0,0,1,11.08829568788501
0,credit_card,0.1425,82.32,11.00967111,22.93,652,25203,93.0,0,0,0,0,16.673625371663245
0,debt_consolidation,0.1014,355.67,10.6454249,12.94,712,45442,25.8,0,0,0,1,4.024640657084189
0,debt_consolidation,0.133,81.22,10.08580911,11.35,652,5016,27.7,5,0,0,0,6.7352270143737165
0,all_other,0.133,67.68,9.887358171,23.6,677,480,96.0,5,0,0,0,4.271161305954825
0,educational,0.1141,65.87,8.411832676,4.0,667,333,37.0,4,0,0,0,0.9034907597535934
0,credit_card,0.1236,200.32,11.05089001,14.51,667,12508,34.7,5,0,0,1,7.885010266940451
0,debt_consolidation,0.1046,324.84,11.33857208,16.67,722,6673,32.6,4,0,0,0,12.205338809034908
0,debt_consolidation,0.1615,450.96,10.89673933,20.2,657,18511,72.6,0,0,0,0,9.281428246406572
0,small_business,0.1172,793.94,11.8493977,8.39,707,16298,80.7,8,0,0,1,14.455966234086244
0,small_business,0.1804,682.76,11.69524702,19.33,647,5094,71.7,3,1,0,1,14.127310061601642
0,credit_card,0.1299,134.76,11.39611071,6.78,657,0,0.0,0,2,0,0,19.2198266036961
0,debt_consolidation,0.133,203.04,10.59663473,5.13,657,75,37.5,8,0,0,1,8.703741730321697
0,all_other,0.1646,106.16,11.00209984,28.16,672,7846,25.8,4,1,0,0,17.741387178644764
0,all_other,0.1046,68.22,10.43998092,10.04,682,1856,26.5,0,0,0,0,1.9712525667351128
0,small_business,0.1078,815.87,11.36210258,0.75,717,2718,19.3,8,1,0,0,8.709217431895961
0,debt_consolidation,0.1109,458.94,11.3009691,15.63,702,42619,2.6,4,0,0,0,9.935660506502396
0,debt_consolidation,0.152,208.59,10.49127422,18.53,642,6970,76.6,4,1,0,1,8.952772073921972
0,debt_consolidation,0.0951,372.44,9.903487553,14.58,737,20245,50.1,1,0,0,1,18.8911704312115
0,debt_consolidation,0.1615,233.41,10.39476332,29.07,687,10503,51.7,1,0,0,0,4.027378507871321
0,all_other,0.1141,98.8,9.472704636,10.43,672,474,11.8,0,0,0,0,2.625712982067077
0,small_business,0.1299,505.34,11.40756495,10.24,672,4162,68.4,14,0,1,1,6.160164271047228
0,credit_card,0.1646,265.39,10.71441777,23.04,652,7091,89.8,0,1,0,0,11.414214009582478
0,educational,0.1425,171.5,11.05089001,17.22,647,2347,24.7,1,1,0,1,11.496349533196442
0,debt_consolidation,0.1488,207.64,10.62132735,15.75,642,11638,73.7,4,1,0,0,6.239676021902806
0,debt_consolidation,0.1615,704.63,11.1124479,21.83,667,33295,90.7,4,0,1,1,14.291695186858318
0,debt_consolidation,0.1393,592.4,10.81977828,23.47,697,48792,80.9,0,0,0,0,20.36972393429158
0,major_purchase,0.133,84.6,10.12502982,0.96,652,177,88.5,1,0,0,1,0.49292721889117047
0,debt_consolidation,0.1551,418.99,11.03488966,15.38,647,11214,70.1,0,0,0,0,5.092402464065708
0,debt_consolidation,0.1551,438.2,11.19821472,19.73,657,26066,98.0,13,0,1,1,17.00205338809035
0,all_other,0.1299,808.54,12.3883942,9.67,682,66919,61.3,5,0,0,0,25.95208761122519
0,home_improvement,0.1804,202.57,10.71441777,25.84,647,10147,89.8,0,0,0,1,4.9253935660506505
0,major_purchase,0.1046,77.97,10.20359214,19.29,697,1364,34.1,2,0,0,0,1.3197581566050651
0,debt_consolidation,0.1299,203.82,10.71441777,22.77,692,22191,85.3,6,0,1,1,15.657882729637237
0,all_other,0.092,191.36,11.48246626,19.6,737,40904,34.4,12,0,0,0,33.51140772073922
0,debt_consolidation,0.1583,526.1,11.00209984,17.28,657,11096,92.2,2,0,1,1,14.784394250513348
0,debt_consolidation,0.1236,300.48,11.8493977,16.9,672,45428,82.3,5,0,1,0,12.15605749486653
0,debt_consolidation,0.1457,516.83,10.8177362,25.4,707,11937,52.8,0,0,0,1,17.412845084188913
0,debt_consolidation,0.1393,102.44,9.392661929,3.9,642,1437,79.8,0,0,0,1,1.0677618069815196
0,credit_card,0.1141,386.97,11.98292909,12.26,702,56200,57.4,4,0,0,0,19.055441478439427
0,educational,0.0838,75.63,9.663007082,3.82,722,0,0.0,0,0,0,0,1.648300251060917
0,major_purchase,0.1425,68.6,11.12726298,14.45,642,29452,65.4,2,1,0,0,12.895277207392198
0,all_other,0.0743,49.72,8.160518247,5.14,752,506,5.9,0,0,0,0,2.546315309240246
0,credit_card,0.1236,534.19,11.31447453,16.27,682,33859,88.7,4,0,0,1,17.494980607802876
0,debt_consolidation,0.1551,230.45,11.98292909,25.11,692,127093,76.6,2,0,0,0,14.124572210814511
0,all_other,0.152,470.18,10.77895629,26.08,687,32005,70.4,1,0,0,0,14.617499430527037
0,debt_consolidation,0.1615,176.16,10.93310697,24.36,652,10402,81.9,3,0,0,1,20.202600958247775
0,debt_consolidation,0.1425,171.5,10.46310334,21.5,657,4473,106.5,7,0,1,1,11.906913073237508
0,all_other,0.1204,66.47,9.83734775,0.96,662,182,18.2,2,0,1,0,3.0362765229295
0,debt_consolidation,0.1425,343.0,10.52406404,17.55,657,6370,87.3,2,0,0,0,7.8028747433264884
0,all_other,0.1141,342.51,10.91508846,4.95,682,1963,56.1,4,1,0,0,9.212867898699521
0,all_other,0.092,255.15,10.858999,11.08,732,5255,46.1,5,1,0,0,18.809034907597535
0,debt_consolidation,0.1551,418.99,10.59663473,2.4,642,4340,85.1,3,0,0,0,6.8172484599589325
0,home_improvement,0.1836,436.0,11.12726298,26.7,657,27163,88.2,2,0,0,0,9.117043121149898
0,debt_consolidation,0.1425,411.6,11.15625052,9.77,657,4768,59.6,4,1,0,1,9.60723249007529
0,debt_consolidation,0.1299,175.19,10.73639668,3.89,657,3302,66.0,4,0,0,0,0.49292721889117047
0,debt_consolidation,0.1362,84.99,10.08580911,10.65,647,3257,59.2,0,0,0,0,30.636664394250516
0,debt_consolidation,0.152,312.01,10.16585182,4.34,642,6345,77.4,8,0,0,0,3.7783481642710472
0,credit_card,0.1078,293.72,11.91839057,11.57,687,31629,101.4,2,0,0,1,9.445699293634497
0,all_other,0.1488,276.86,10.9331784,5.34,642,1697,60.6,2,1,0,0,6.653091490759754
0,credit_card,0.1393,239.01,11.15625052,23.21,677,59023,79.5,5,0,0,0,32.361510390143735
0,debt_consolidation,0.1488,276.86,10.4341158,16.91,647,13128,25.6,10,0,0,0,10.267054529774127
0,small_business,0.1204,830.84,11.56171563,3.73,702,1554,9.1,2,0,1,1,2.135523613963039
0,all_other,0.092,95.68,10.59663473,0.99,707,1676,64.5,1,0,0,0,2.132785763175907
0,debt_consolidation,0.1836,630.39,11.87756858,29.96,667,212629,87.4,3,0,0,1,38.272530239561945
0,debt_consolidation,0.1804,682.76,11.08214255,22.01,657,16265,76.7,1,0,0,0,6.568218116358659
0,all_other,0.1204,18.28,9.83734775,5.22,662,182,18.2,2,0,1,0,3.0362765229295
0,all_other,0.1141,395.2,10.67821472,14.9,692,20,0.4,2,0,0,1,1.9712525667351128
0,home_improvement,0.1583,397.21,10.83958091,15.93,642,18382,79.6,3,0,0,0,11.499087383983573
0,debt_consolidation,0.1583,526.1,12.01370075,13.52,657,198023,61.3,2,1,0,1,18.562742414784395
0,debt_consolidation,0.152,208.59,10.31692083,19.96,642,6083,23.9,1,0,0,1,5.421058636550308
0,debt_consolidation,0.1804,532.64,11.31447453,20.96,657,24391,98.4,3,2,0,0,17.412845084188913
0,debt_consolidation,0.1141,230.54,10.42228135,17.04,682,7291,98.5,6,0,0,0,6.324549396303901
0,small_business,0.1141,395.2,10.90411943,19.46,697,1827,33.2,5,0,0,1,9.77424138809035
0,small_business,0.1046,97.46,10.86283777,4.34,682,8414,105.2,4,0,0,0,8.542208533880903
0,small_business,0.1836,726.67,11.9511804,25.27,667,210887,35.5,3,0,0,1,22.42311202464066
0,debt_consolidation,0.1646,329.97,10.81977828,26.86,662,18579,82.9,0,0,0,1,9.856262833675565
0,all_other,0.1425,102.9,10.95185862,22.17,657,6710,54.6,1,0,0,0,13.549737623545518
0,credit_card,0.1141,164.67,10.32548196,0.39,677,397,39.7,1,0,0,0,0.5011407712525667
0,debt_consolidation,0.1804,682.76,11.35040654,16.28,647,2253,62.6,4,0,0,0,4.353296829568788
0,debt_consolidation,0.1551,261.87,11.22524339,27.2,677,14273,50.1,2,1,1,0,10.677732147843942
0,debt_consolidation,0.1709,211.51,10.81977828,26.52,657,18941,98.7,1,0,0,1,20.451859457905545
0,debt_consolidation,0.1772,360.13,11.30684796,25.91,657,41603,81.1,0,0,0,1,6.653091490759754
0,debt_consolidation,0.1362,224.36,10.50232405,14.34,657,11541,63.4,0,0,0,0,6.978781656399726
0,debt_consolidation,0.1836,447.81,10.89673933,14.82,647,8079,45.4,3,2,0,0,16.109514031485283
0,debt_consolidation,0.1488,349.53,10.66895539,27.99,692,14998,80.9,0,0,1,0,12.15605749486653
0,all_other,0.092,57.41,10.46310334,10.94,707,10008,84.8,6,0,0,1,9.360825919233402
0,all_other,0.1172,529.3,11.22524339,1.06,692,821,6.1,4,2,0,0,15.003422313483915
0,major_purchase,0.1299,168.45,9.903487553,9.78,657,504,63.0,2,0,0,0,5.336185262149213
0,debt_consolidation,0.152,417.17,10.54534144,5.81,647,7600,84.4,2,0,0,0,6.8145106091718
0,debt_consolidation,0.1078,261.08,10.04324949,7.83,687,7846,56.9,4,0,1,0,12.082135523613964
0,all_other,0.1046,81.21,10.71441777,17.95,687,3092,14.9,6,0,2,0,18.234200320328544
0,debt_consolidation,0.1457,186.06,9.998797732,8.73,642,9930,55.2,0,1,0,0,26.60928587816564
0,small_business,0.1362,169.97,10.20359214,19.42,657,3959,100.0,2,2,0,0,12.564111340177961
0,all_other,0.1078,262.71,11.00209984,3.48,702,0,0.0,8,0,0,0,0.49292721889117047
0,debt_consolidation,0.1393,280.84,11.91839057,19.13,687,62705,78.5,5,0,0,0,13.963039014373717
0,credit_card,0.1393,61.46,10.29214554,22.13,657,9821,56.8,5,0,2,1,16.345083277207394
0,debt_consolidation,0.1804,627.6,11.65268741,21.03,652,73941,63.5,2,0,0,0,19.54836869815195
0,debt_consolidation,0.1393,273.15,10.20359214,11.02,652,2359,57.5,0,2,0,0,7.2060232717316905
0,debt_consolidation,0.1292,188.48,10.30895266,8.2,662,18718,68.1,2,0,0,1,2.7899840301163588
0,major_purchase,0.1071,84.77,9.83734775,0.64,682,287,28.7,4,0,0,0,0.5723248917180014
0,home_improvement,0.1039,30.02,12.20906815,11.85,732,133963,16.8,15,0,0,1,26.77344284736482
0,debt_consolidation,0.1671,532.63,11.51292546,29.04,692,71002,75.6,1,0,0,1,37.04312114989733
0,all_other,0.1071,195.61,10.55581274,12.28,687,364,28.0,5,0,0,0,6.981519507186858
0,credit_card,0.1482,138.31,11.51292546,24.79,662,41190,75.2,4,0,0,0,20.865160848733744
0,debt_consolidation,0.1482,414.93,11.39639165,3.49,652,8016,61.7,11,8,0,0,14.209445585215606
0,small_business,0.1829,755.91,12.83201108,8.52,652,165108,92.3,4,0,0,1,13.796144194387407
0,debt_consolidation,0.1482,345.78,11.55214618,25.47,692,22470,45.9,0,0,0,0,24.06297056810404
0,small_business,0.1576,300.46,10.49127422,22.53,647,2066,18.1,4,0,0,0,7.143052703627652
0,small_business,0.1071,328.47,11.46163217,13.43,737,37055,46.5,8,0,0,1,9.856262833675565
0,debt_consolidation,0.1387,71.65,10.38899537,18.37,657,1935,77.4,2,0,0,0,10.184804928131417
0,credit_card,0.1355,271.68,10.858999,27.05,717,11023,59.9,2,0,0,0,7.392311203285421
0,home_improvement,0.1545,418.64,10.858999,9.74,647,13665,49.9,3,0,0,1,13.306068903490761
0,debt_consolidation,0.1355,81.51,10.19913779,7.98,647,182,60.7,6,0,0,0,5.171800136892539
0,all_other,0.1166,66.11,10.51867319,17.29,672,42969,83.1,4,0,0,0,9.278690395619439
0,debt_consolidation,0.1418,57.4,10.25765937,17.47,642,4138,94.0,2,0,0,1,7.964407939767283
0,debt_consolidation,0.1355,615.52,10.89673933,21.27,677,22037,58.9,4,0,0,0,13.221081451060916
0,credit_card,0.1513,260.47,11.15625052,15.99,642,26933,65.2,5,0,0,0,8.216290212183436
0,credit_card,0.1829,849.38,11.22524339,8.54,657,0,0.0,2,0,0,0,25.629135296372347
0,debt_consolidation,0.1861,464.86,11.22524339,29.47,662,22038,78.7,8,0,0,1,10.924024640657084
0,debt_consolidation,0.145,289.14,10.81977828,16.68,657,11783,94.3,0,0,0,0,9.19917864476386
0,all_other,0.1797,650.48,11.22524339,15.97,647,64851,78.4,2,0,0,0,17.089664613278575
0,debt_consolidation,0.1829,352.1,10.94574111,25.5,657,13243,98.1,0,0,0,0,9.363563770020534
0,small_business,0.1545,401.2,10.81977828,7.9,662,1509,30.8,7,0,0,1,1.9904175222450375
0,debt_consolidation,0.1608,624.74,11.15625052,29.16,707,4863,18.1,1,0,1,0,14.288957336071185
0,debt_consolidation,0.1387,475.05,10.76587105,25.66,717,33377,49.0,2,0,0,1,13.306068903490761
0,debt_consolidation,0.1355,394.78,10.46310334,21.22,677,30402,71.5,4,0,0,0,15.274583619438742
0,small_business,0.1387,402.56,11.14965741,8.8,677,8045,49.7,4,1,0,1,7.964407939767283
0,debt_consolidation,0.1103,818.83,12.32385568,12.66,712,242194,56.0,0,0,0,1,12.071184120465434
0,debt_consolidation,0.1261,670.13,11.38053628,14.92,692,78284,37.6,5,1,0,0,7.225188227241615
0,debt_consolidation,0.1008,129.22,10.77895629,0.75,702,3403,74.0,0,0,0,1,2.3793064112251883
0,debt_consolidation,0.1829,435.58,11.03488966,25.26,657,13560,57.2,3,0,0,0,12.566849190965094
0,debt_consolidation,0.1513,451.48,11.26446411,29.28,717,61057,80.7,3,0,0,0,9.117043121149898
0,small_business,0.1355,848.99,11.1844214,2.02,687,7522,36.0,1,0,0,0,1.0321697467488022
0,debt_consolidation,0.1766,620.7,11.03488966,20.44,657,28776,51.9,7,0,0,1,18.888432580424368
0,debt_consolidation,0.1134,197.4,10.37349118,21.9,702,7152,100.7,0,0,0,0,7.556582250513347
0,all_other,0.1797,129.2,10.4341158,27.42,647,13156,25.6,10,0,0,0,10.267054529774127
0,debt_consolidation,0.1197,132.8,9.980448594,22.5,692,3451,39.2,4,0,0,0,6.157426420260096
0,all_other,0.1008,64.61,10.77895629,0.0,697,0,0.0,1,0,0,1,2.21492128678987
0,credit_card,0.1197,481.4,11.77528973,10.85,682,966,13.1,5,0,0,0,13.883641341546886
0,debt_consolidation,0.1576,525.58,10.6454249,7.86,657,7827,59.7,1,0,0,0,9.442961442847364
0,debt_consolidation,0.1229,280.17,11.04292184,14.65,677,6978,64.0,5,0,0,0,6.817362537987679
0,debt_consolidation,0.1261,228.69,11.14186178,23.62,712,92929,97.7,0,0,0,0,20.36972393429158
0,all_other,0.1071,176.05,11.22524339,1.01,702,3782,23.3,3,0,0,0,2.546315309240246
0,all_other,0.1513,333.4,11.15625052,16.35,647,29314,89.9,3,0,0,1,8.375199635865846
0,credit_card,0.1545,645.4,11.1611812,28.78,717,69744,76.1,1,0,0,0,20.613392654346338
0,small_business,0.1387,852.87,11.95761129,20.79,712,188854,0.0,0,1,1,1,19.876796714579054
0,all_other,0.145,385.52,11.00209984,5.74,657,8181,87.0,0,0,0,1,5.0102669404517455
0,debt_consolidation,0.145,172.11,10.91871823,4.54,642,333,33.3,7,0,0,1,14.209445585215606
0,debt_consolidation,0.1324,338.1,10.39537498,26.12,727,10994,30.5,0,0,1,0,16.509354324435318
0,debt_consolidation,0.1545,122.11,10.52325726,28.66,697,22670,77.5,1,0,0,0,15.277321470225873
0,all_other,0.1166,52.89,11.3955486,16.64,672,59672,40.9,4,0,0,0,13.798882045174539
0,credit_card,0.1261,50.26,10.1266311,1.87,657,1140,47.5,0,0,0,0,2.4176363222450377
0,debt_consolidation,0.145,70.57,10.02127059,27.73,682,1597,88.7,1,0,0,0,7.885010266940451
0,small_business,0.1829,871.16,12.03750605,7.86,657,26429,30.9,3,0,0,1,13.631873147159482
0,all_other,0.1229,80.05,9.169518377,0.0,662,0,0.0,5,0,0,0,1.4758156514715948
0,debt_consolidation,0.1608,281.58,10.83958091,28.47,687,6277,64.7,0,0,0,0,12.97741273100616
0,all_other,0.1418,51.4,10.37972173,16.36,642,0,0.0,0,1,0,0,21.683892312114992
0,debt_consolidation,0.1229,100.06,9.744022778,10.91,667,4223,38.3,3,0,0,1,1.9712525667351128
0,all_other,0.1418,342.66,11.2009507,0.74,657,449,37.4,0,0,0,0,11.6633584312115
0,all_other,0.1229,50.03,10.30895266,14.12,662,669,7.5,1,0,0,0,1.807095596714579
0,major_purchase,0.1008,113.07,10.3859137,0.56,702,1085,28.6,0,0,0,0,2.8720054757015743
0,debt_consolidation,0.1734,687.79,11.24255927,12.74,652,20767,81.1,0,0,3,0,18.023271731690624
0,small_business,0.1134,789.6,11.46163217,18.38,722,148540,74.0,1,0,0,1,13.963039014373717
0,debt_consolidation,0.145,206.53,10.96819829,19.92,652,12094,45.1,6,0,0,0,14.784508328542096
0,credit_card,0.0945,192.06,11.08214255,0.92,712,318,5.2,5,0,0,0,8.870636550308008
0,educational,0.1134,197.4,9.798127037,3.67,687,745,22.4,3,0,0,1,1.5524754735112936
0,small_business,0.1355,67.92,10.6454249,18.06,657,5594,25.3,8,0,0,0,14.62023728131417
0,debt_consolidation,0.1829,185.13,10.49127422,25.67,642,5004,60.3,6,0,2,0,7.885010266940451
0,debt_consolidation,0.1545,348.87,10.77895629,13.38,642,24979,94.6,4,0,0,0,6.570955967145791
0,major_purchase,0.1355,122.26,10.77895629,12.05,652,4397,84.6,1,0,1,0,11.332078485968516
0,all_other,0.1608,409.16,10.858999,25.55,677,6473,39.7,5,0,0,1,6.653091490759754
0,major_purchase,0.1513,121.56,10.40426284,26.15,677,9580,84.0,3,0,0,0,9.281314168377824
0,debt_consolidation,0.1387,119.41,10.1266311,3.94,652,2728,48.7,3,0,0,0,6.028747433264887
0,small_business,0.1355,135.84,11.27973158,15.06,657,42670,65.5,3,1,0,0,7.885010266940451
0,major_purchase,0.145,247.84,9.903487553,6.3,652,9978,83.8,1,2,0,0,5.667465207392197
0,all_other,0.164,106.07,10.727663,29.24,677,17419,94.2,0,0,0,0,8.377937486652977
0,debt_consolidation,0.1513,243.11,11.58988651,27.63,682,7384,43.4,9,0,0,1,18.316335843942507
0,debt_consolidation,0.1166,115.69,10.4487146,16.23,677,5593,25.4,5,0,0,1,3.614077117043121
0,credit_card,0.145,516.32,11.69524702,24.95,677,204954,81.4,0,0,0,0,38.27241615331965
0,all_other,0.1324,20.29,9.546812609,22.03,662,195,65.0,0,0,0,0,2.0533880903490758
0,home_improvement,0.1166,809.78,11.90158345,18.43,722,247970,93.6,12,0,0,1,36.95824777549623
0,credit_card,0.1292,269.25,11.34568955,27.45,737,47593,62.4,1,0,0,0,15.356719143052704
0,debt_consolidation,0.1608,111.75,10.49127422,26.03,667,19636,103.9,12,0,0,0,6.8639060013689255
0,all_other,0.1608,281.58,11.71888216,25.27,672,41040,85.3,0,0,0,0,10.759867671457906
0,credit_card,0.1324,540.96,11.51292546,21.9,687,52201,84.3,7,0,0,0,11.252566735112936
0,debt_consolidation,0.1482,359.61,11.15625052,3.82,647,10074,59.6,0,4,0,0,11.170431211498974
0,debt_consolidation,0.1261,299.89,10.25765937,15.87,672,4139,63.7,8,0,0,0,4.353296829568788
0,debt_consolidation,0.0976,160.78,10.19913779,2.37,712,1394,8.8,0,0,0,0,1.88911704312115
0,debt_consolidation,0.1545,251.18,10.77895629,25.25,677,3336,90.2,3,0,0,0,9.525096966461328
0,major_purchase,0.0976,385.86,11.22524339,0.4,727,2130,17.9,1,0,0,0,2.4641797856262833
0,home_improvement,0.1197,448.2,11.26446411,6.39,682,570,24.8,3,0,0,0,1.0677618069815196
0,small_business,0.1576,796.26,11.15625052,29.21,732,57143,52.7,2,0,0,1,22.587383071868583
0,debt_consolidation,0.1292,156.5,11.34398597,18.1,667,133,11.1,6,2,0,0,10.26694045174538
0,debt_consolidation,0.1418,493.42,10.46310334,17.93,662,11569,64.3,1,0,0,1,2.543577458453114
0,credit_card,0.1418,287.83,11.37939407,1.49,652,2885,15.8,12,0,5,0,10.346452202600958
0,all_other,0.1513,243.11,11.53272809,5.93,642,16914,55.2,3,0,0,0,6.847478896646133
0,small_business,0.1039,324.51,10.81977828,20.09,737,117814,49.4,0,0,0,0,13.796144194387407
0,debt_consolidation,0.1703,535.02,11.51292546,10.85,642,15827,76.1,1,2,0,1,11.332078485968516
0,debt_consolidation,0.1829,685.13,12.32385568,12.05,642,120830,90.5,2,0,0,0,17.33070956057495
0,debt_consolidation,0.145,137.69,10.56607243,22.05,657,8623,71.0,3,0,0,0,8.950034223134839
0,debt_consolidation,0.1292,269.25,11.07013225,12.07,667,7661,67.7,5,0,1,0,10.03148528405202
0,debt_consolidation,0.1861,451.19,11.52386541,29.7,662,35447,96.9,8,0,0,0,15.770134611909652
0,home_improvement,0.1861,241.55,11.9511804,28.17,657,28519,89.1,4,0,1,1,20.205338809034906
0,all_other,0.1008,64.61,9.862665558,6.94,697,0,0.0,0,0,0,0,0.8214693133470226
0,all_other,0.1229,166.77,11.26446411,8.15,667,4476,59.7,6,1,0,1,7.718115446954141
0,all_other,0.164,185.62,10.66895539,22.75,647,6970,62.8,0,2,0,1,11.343029889117044
0,debt_consolidation,0.1197,338.64,11.11542853,16.66,682,8712,72.0,5,0,0,1,11.827629478439427
0,home_improvement,0.1261,120.63,10.6454249,7.94,662,5316,48.3,13,0,0,0,11.414214009582478
0,debt_consolidation,0.1766,215.9,11.22524339,28.56,667,13393,28.4,8,0,0,0,10.351927904175222
0,debt_consolidation,0.1324,202.86,10.6454249,25.14,717,19937,90.6,0,0,0,0,16.345083277207394
0,educational,0.1482,41.5,8.699514748,3.0,637,932,66.6,1,1,0,0,2.4641797856262833
0,all_other,0.1292,471.18,11.69524702,22.71,692,10388,60.4,4,0,0,1,9.525096966461328
0,debt_consolidation,0.164,530.33,10.54534144,13.71,652,9955,58.9,2,0,0,0,7.227926078028747
0,home_improvement,0.1418,513.98,10.89673933,10.47,662,1298,12.1,4,1,0,0,7.145790554414784
0,debt_consolidation,0.1545,244.21,10.30895266,18.8,647,4587,41.0,2,0,0,0,5.338923112936345
0,all_other,0.1418,342.66,10.37349118,7.76,657,4105,82.1,11,0,0,0,5.092402464065708
0,debt_consolidation,0.1734,644.8,11.38509209,10.73,652,12781,46.0,0,4,0,1,11.581222907597537
0,all_other,0.0976,80.39,10.43998092,2.63,702,2399,96.0,0,0,0,0,12.564111340177961
0,debt_consolidation,0.1671,536.18,10.81977828,16.22,647,36469,77.8,3,0,0,1,18.809148985626283
0,all_other,0.1829,435.58,11.53272809,14.8,652,52775,69.7,1,0,0,1,11.356719143052704
0,all_other,0.1071,652.04,11.33857208,0.21,717,39,0.3,11,0,0,0,4.517567876796715
0,debt_consolidation,0.1545,279.09,10.27505111,15.48,642,8372,77.5,0,0,0,0,4.435432353182751
0,all_other,0.1071,49.72,8.188689124,11.33,682,3757,52.9,1,0,0,1,2.924024640657084
0,debt_consolidation,0.145,254.72,10.26646261,16.78,652,5880,52.4,1,0,0,1,3.2826830937713893
0,credit_card,0.1261,107.23,11.26076496,16.72,667,80837,58.0,4,0,0,1,28.254620123203285
0,educational,0.0976,160.78,10.71441777,0.0,717,0,0.0,4,0,0,1,1.1498973305954825
0,credit_card,0.1545,191.88,11.51292546,22.46,647,70533,79.4,6,0,0,0,24.88432580424367
0,all_other,0.1324,169.05,10.23995979,19.54,667,13542,56.4,5,1,0,1,10.842003195071868
0,all_other,0.1071,782.44,11.51288546,0.35,732,1344,7.7,1,0,0,0,2.135523613963039
0,credit_card,0.1418,109.65,10.1266311,22.32,657,5993,52.1,1,0,0,0,3.531941593429158
0,major_purchase,0.0976,321.55,11.08201946,11.34,722,4945,2.7,5,0,0,0,8.131416837782341
0,debt_consolidation,0.1103,491.3,11.1844214,6.5,707,10935,27.3,1,0,0,0,2.7105863564681725
0,debt_consolidation,0.1387,266.1,10.76637751,23.01,677,7073,60.5,7,0,0,0,26.447752681724843
0,all_other,0.1039,811.27,13.45883561,0.81,737,200583,23.1,1,0,0,1,9.938398357289527
0,debt_consolidation,0.145,385.52,11.23848862,20.02,667,7327,50.9,6,0,1,1,10.34919005338809
0,credit_card,0.1418,350.37,11.69524702,4.94,657,5854,46.5,5,0,2,1,11.332078485968516
0,all_other,0.0945,320.1,11.3533434,4.36,727,8271,47.8,17,0,0,0,12.81051791101985
0,credit_card,0.1261,184.29,10.16585182,6.46,667,5153,65.2,1,0,0,0,2.628450832854209
0,debt_consolidation,0.0976,241.16,11.33857208,7.03,737,37241,14.8,6,0,0,1,7.063655030800821
0,all_other,0.1292,201.94,10.04324949,6.94,662,6934,75.4,12,0,1,1,4.9281314168377826
0,all_other,0.1324,169.05,10.49127422,25.47,717,21991,102.8,0,0,0,1,20.86253707597536
0,debt_consolidation,0.1545,334.91,11.06663836,21.6,657,6324,95.8,4,0,0,0,7.471708876112252
